state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge,churn
MT,64,area_code_415,no,no,0,131.3,105,22.32,109.4,114,9.3,246.2,125,11.08,12.7,4,3.43,4,486.9,344,42.7,yes
NE,100,area_code_415,no,no,0,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75,3,588.4,297,59.06,no
IA,1,area_code_408,no,yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,570.7,372,59.09,no
AZ,48,area_code_415,no,yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,540.0999999999999,325,50.93000000000001,no
ID,43,area_code_415,no,no,0,253.6,110,43.11,253.3,92,21.53,161.3,103,7.26,10.2,3,2.75,3,668.2,305,71.9,yes
AK,127,area_code_510,no,yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,573.3,264,53.77,no
SC,183,area_code_415,no,yes,31,211.9,126,36.02,224.3,125,19.07,226.2,125,10.18,13.8,2,3.73,1,662.4000000000001,376,65.27000000000001,no
UT,96,area_code_408,no,yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,503.1,293,48.559999999999995,no
IN,69,area_code_408,no,no,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,648.0,286,61.080000000000005,no
DE,87,area_code_510,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4,666.3,287,68.42999999999999,no
OK,97,area_code_415,no,no,0,151.6,107,25.77,155.4,96,13.21,240.0,112,10.8,14.7,4,3.97,1,547.0,315,49.78,no
MD,133,area_code_415,no,no,0,173.1,126,29.43,200.0,98,17.0,231.0,103,10.4,10.8,1,2.92,1,604.1,327,56.83,no
HI,87,area_code_510,no,no,0,297.4,63,50.56,118.4,108,10.06,242.3,72,10.9,11.0,2,2.97,2,658.0999999999999,243,71.52000000000001,yes
MD,90,area_code_415,no,no,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,637.2,323,54.75,no
RI,114,area_code_415,no,yes,23,186.2,95,31.65,258.3,129,21.96,183.9,93,8.28,7.8,6,2.11,0,628.4,317,61.89,no
DC,180,area_code_415,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,671.6,278,68.52,no
WA,104,area_code_415,no,no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,545.9,299,50.129999999999995,no
WA,136,area_code_415,no,yes,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,518.8000000000001,329,42.699999999999996,no
TX,97,area_code_415,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,595.0,280,55.66,no
OH,97,area_code_408,no,no,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,753.0,326,76.89,yes
HI,108,area_code_415,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,741.9000000000001,302,78.67,yes
MO,95,area_code_415,yes,no,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,650.6,285,61.42,yes
AL,71,area_code_415,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,406.6,280,36.75,no
MI,83,area_code_510,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,594.7,296,64.45,no
WV,75,area_code_415,no,no,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,602.5,350,50.56999999999999,no
ME,113,area_code_408,no,no,0,203.4,85,34.58,219.8,140,18.68,240.0,107,10.8,8.3,5,2.24,1,663.2,332,64.06,no
SC,108,area_code_415,no,no,0,197.4,78,33.56,124.0,101,10.54,204.5,107,9.2,7.7,4,2.08,2,525.9,286,53.3,no
NE,76,area_code_415,no,yes,41,212.6,110,36.14,172.7,97,14.68,186.3,78,8.38,10.1,5,2.73,0,571.5999999999999,285,59.2,no
MD,93,area_code_408,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,659.0,283,73.82999999999998,yes
AZ,127,area_code_415,no,no,0,145.0,106,24.65,230.3,99,19.58,164.9,103,7.42,12.7,3,3.43,1,540.2,308,51.65,no
MA,119,area_code_408,yes,yes,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,491.29999999999995,319,46.91,yes
WI,137,area_code_510,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,541.7,252,49.14,no
MO,83,area_code_415,no,no,0,196.7,117,33.44,272.0,89,23.12,199.9,62,9.0,10.1,11,2.73,3,668.6,268,65.56,no
SC,64,area_code_510,no,yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,403.9,294,40.84,no
AR,33,area_code_408,no,no,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,657.7,264,68.86,no
WV,84,area_code_408,no,no,0,86.0,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,445.29999999999995,278,41.22,no
TN,148,area_code_415,no,yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,540.3,316,42.3,no
NC,103,area_code_510,no,no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,526.9,290,52.230000000000004,no
WY,104,area_code_408,no,no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,519.4,343,51.15,no
OR,174,area_code_415,no,no,0,222.3,102,37.79,173.8,123,14.77,297.2,97,13.37,5.7,2,1.54,0,693.3,322,65.93,yes
MN,85,area_code_415,no,no,0,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48,4,594.5,339,65.56,no
HI,60,area_code_510,no,no,0,179.4,108,30.5,263.2,74,22.37,133.3,78,6.0,13.4,7,3.62,2,575.9000000000001,260,58.870000000000005,no
AR,32,area_code_415,yes,no,0,265.5,75,45.14,119.7,77,10.17,169.9,128,7.65,14.8,6,4.0,2,555.1,280,62.96,yes
UT,91,area_code_510,no,no,0,142.6,90,24.24,286.8,102,24.38,222.2,113,10.0,14.8,3,4.0,0,651.5999999999999,305,58.62,no
AL,181,area_code_415,no,yes,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,655.0,302,63.230000000000004,no
ID,88,area_code_415,no,no,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0,474.6,320,38.01,no
DC,141,area_code_415,no,yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,582.2,322,56.51,no
OH,154,area_code_415,no,yes,14,183.0,113,31.11,187.0,144,15.9,181.1,112,8.15,10.2,3,2.75,1,551.1,369,55.16,no
DC,68,area_code_415,yes,yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,685.6,301,58.269999999999996,no
ID,144,area_code_415,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,658.4,302,68.98,no
OR,112,area_code_408,no,no,0,135.7,34,23.07,243.0,99,20.66,209.3,115,9.42,12.2,8,3.29,1,588.0,248,53.150000000000006,no
MT,117,area_code_415,no,no,0,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78,0,806.6999999999999,250,77.33000000000001,yes
HI,101,area_code_415,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,451.90000000000003,271,41.059999999999995,no
SC,181,area_code_408,no,no,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,636.7,333,63.16,no
IN,130,area_code_408,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,425.2,357,40.29,no
AR,89,area_code_408,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,530.3,325,56.43,no
NM,178,area_code_415,no,yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,504.09999999999997,247,52.21,no
UT,39,area_code_415,no,yes,17,230.7,122,39.22,207.1,85,17.6,208.9,73,9.4,9.2,1,2.48,3,646.6999999999999,280,66.22,no
OR,67,area_code_415,no,no,0,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19,3,623.9,324,66.12,no
CA,81,area_code_408,no,no,0,125.1,103,21.27,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1,520.9,284,47.470000000000006,no
NY,65,area_code_510,no,no,0,195.4,110,33.22,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,555.1,324,56.65,no
MO,20,area_code_415,no,no,0,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,629.7,295,62.42,no
UT,105,area_code_415,no,yes,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,574.6,336,60.11,no
WI,41,area_code_408,no,no,0,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9.0,3,2.43,3,470.20000000000005,293,52.67,no
NV,77,area_code_415,no,no,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,550.0,310,60.65,no
MT,50,area_code_415,no,yes,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,589.2,357,65.24,no
DE,51,area_code_510,no,no,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,565.5999999999999,314,56.019999999999996,no
WA,107,area_code_415,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,595.0999999999999,233,65.88,no
IN,122,area_code_408,no,no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,645.1,295,74.68,yes
KY,45,area_code_415,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,673.0999999999999,284,67.39,no
TX,115,area_code_415,no,no,0,211.1,112,35.89,227.8,113,19.36,179.6,110,8.08,7.2,2,1.94,0,618.5,335,63.33,no
TX,109,area_code_510,yes,no,0,159.6,136,27.13,151.0,126,12.84,142.1,53,6.39,7.3,4,1.97,4,452.70000000000005,315,46.36,yes
UT,59,area_code_510,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,559.9,282,53.99999999999999,no
ME,36,area_code_510,yes,yes,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0,590.0,337,61.35,yes
AZ,66,area_code_510,no,no,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,504.79999999999995,354,49.93000000000001,yes
MI,128,area_code_415,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,640.8,274,62.07000000000001,no
TN,222,area_code_415,no,no,0,256.6,119,43.62,230.8,98,19.62,236.0,97,10.62,12.2,5,3.29,1,723.4000000000001,314,73.86,yes
TN,163,area_code_510,no,no,0,277.7,118,47.21,115.3,91,9.8,170.3,90,7.66,10.4,8,2.81,0,563.3,299,64.67,no
DE,224,area_code_510,yes,no,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,543.9,304,52.32,yes
SC,106,area_code_510,no,no,0,168.4,85,28.63,123.3,95,10.48,162.5,83,7.31,4.6,4,1.24,3,454.2,263,46.42,no
VT,80,area_code_415,no,no,0,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,1,2.89,1,642.7,300,58.480000000000004,no
NJ,128,area_code_415,no,no,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,694.4,286,70.89,yes
OH,132,area_code_415,no,yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,617.5999999999999,238,62.339999999999996,no
NE,189,area_code_415,no,yes,38,256.7,98,43.64,150.5,120,12.79,123.0,87,5.54,11.4,3,3.08,3,530.2,305,61.97,no
KY,108,area_code_408,no,no,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,387.4,317,32.400000000000006,no
NY,61,area_code_415,no,no,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,570.9,307,56.5,no
CA,95,area_code_415,no,no,0,183.4,98,31.18,281.3,95,23.91,105.2,113,4.73,8.2,8,2.21,1,569.9000000000001,306,59.82000000000001,no
KY,47,area_code_415,no,yes,40,158.3,90,26.91,213.2,71,18.12,123.0,132,5.54,14.0,2,3.78,2,494.5,293,50.57,no
NY,60,area_code_510,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,660.1,272,64.39,no
LA,95,area_code_415,no,no,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,456.2,319,46.629999999999995,no
NC,73,area_code_408,no,no,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,538.4,351,53.67,no
MS,135,area_code_510,no,no,0,204.1,116,34.7,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,462.4,344,52.33,no
GA,160,area_code_415,no,no,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,566.4000000000001,343,54.129999999999995,no
NY,112,area_code_510,no,no,0,172.1,73,29.26,228.0,136,19.38,269.4,96,12.12,14.1,3,3.81,2,669.5,305,60.76,no
MD,140,area_code_415,yes,yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,547.5,326,54.69,no
MT,84,area_code_415,no,yes,25,113.9,90,19.36,257.0,99,21.85,214.5,98,9.65,12.9,8,3.48,4,585.4,287,50.86,yes
NY,84,area_code_415,no,no,0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2,565.7,243,60.22,no
AK,52,area_code_510,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,485.5,266,47.65,no
RI,121,area_code_415,no,yes,22,212.3,107,36.09,238.0,94,20.23,332.8,114,14.98,10.4,2,2.81,1,783.1,315,71.30000000000001,no
MO,168,area_code_415,no,yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,474.9,279,41.699999999999996,no
MT,169,area_code_415,no,no,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,524.4,276,45.4,no
NM,65,area_code_415,no,no,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,428.0,300,38.14,no
DE,63,area_code_408,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,528.9,292,48.42999999999999,no
OR,101,area_code_415,yes,no,0,169.5,117,28.82,212.0,111,18.02,204.0,120,9.18,9.7,1,2.62,0,585.5,348,56.02,yes
ID,160,area_code_415,no,no,0,85.8,77,14.59,165.3,110,14.05,178.5,92,8.03,9.2,4,2.48,3,429.6,279,36.67,no
MN,46,area_code_415,no,no,0,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,556.0,289,58.36,no
MD,71,area_code_415,no,yes,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,572.7,270,48.900000000000006,no
TN,95,area_code_510,no,no,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,652.3,269,62.339999999999996,no
CO,37,area_code_408,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,490.9,340,55.34,no
IA,158,area_code_415,no,no,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,691.6,309,62.57,no
AK,126,area_code_415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,333.7,303,27.84,yes
AL,93,area_code_408,no,no,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,753.5999999999999,278,76.32,yes
WA,45,area_code_415,no,no,0,135.0,116,22.95,159.0,108,13.52,170.3,130,7.66,11.1,15,3.0,1,464.3,354,44.129999999999995,no
UT,94,area_code_415,no,no,0,183.1,109,31.13,199.4,109,16.95,214.1,71,9.63,13.9,4,3.75,0,596.6,289,57.71,no
CT,127,area_code_408,no,no,0,155.8,91,26.49,103.7,85,8.81,117.2,125,5.27,8.6,3,2.32,2,376.7,301,40.56999999999999,no
MT,73,area_code_408,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,459.4,291,41.33,no
MN,62,area_code_415,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,532.7,313,49.97,no
OH,125,area_code_415,no,no,0,214.7,115,36.5,260.6,94,22.15,266.3,123,11.98,7.4,6,2.0,3,741.6,332,70.63,no
VA,88,area_code_415,no,no,0,294.3,83,50.03,172.1,104,14.63,177.3,105,7.98,5.8,7,1.57,2,643.7,292,72.64,yes
CO,65,area_code_408,no,no,0,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,11.1,7,3.0,1,509.1,321,48.25,no
IN,100,area_code_415,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,472.7,365,54.82,no
TN,129,area_code_408,no,no,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,508.1,368,45.5,no
IN,96,area_code_415,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,680.7,285,59.419999999999995,no
MD,117,area_code_415,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,555.6,264,56.85,no
VA,105,area_code_415,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,656.9,229,68.98,no
GA,162,area_code_408,no,yes,21,205.2,128,34.88,231.7,128,19.69,180.3,100,8.11,10.6,3,2.86,2,617.2,356,62.68000000000001,no
WA,46,area_code_510,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,513.1,296,45.44,no
OH,136,area_code_408,yes,no,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,525.7,338,52.260000000000005,no
NY,112,area_code_415,no,yes,17,120.0,94,20.4,79.5,104,6.76,214.0,94,9.63,8.7,1,2.35,1,413.5,292,36.79,no
GA,77,area_code_415,no,no,0,134.5,119,22.87,119.7,104,10.17,250.7,112,11.28,9.3,5,2.51,0,504.9,335,44.32,no
SC,105,area_code_408,yes,no,0,274.0,156,46.58,263.0,69,22.36,195.9,93,8.82,11.3,3,3.05,3,732.9,318,77.75999999999999,yes
KY,112,area_code_415,no,no,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,551.7,333,53.87,no
DC,118,area_code_415,no,no,0,183.1,128,31.13,241.0,93,20.49,211.1,108,9.5,12.5,4,3.38,0,635.2,329,61.12,no
CA,85,area_code_415,no,no,0,195.7,104,33.27,182.9,121,15.55,324.7,110,14.61,8.6,9,2.32,0,703.3,335,63.43000000000001,no
NH,123,area_code_408,no,no,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,666.6,254,66.42999999999999,no
AL,80,area_code_415,no,no,0,135.1,92,22.97,185.0,103,15.73,147.1,74,6.62,14.7,5,3.97,3,467.20000000000005,269,45.32,no
WV,145,area_code_408,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,675.8,326,66.41,no
HI,105,area_code_415,no,no,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,609.3,261,60.879999999999995,no
NV,37,area_code_415,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,654.3,324,66.97,no
WI,41,area_code_408,yes,yes,31,278.1,86,47.28,268.1,103,22.79,241.5,77,10.87,11.3,4,3.05,0,787.7,266,80.94,no
AL,13,area_code_415,no,no,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,604.4,350,54.68000000000001,no
MT,103,area_code_510,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,406.20000000000005,259,40.43,yes
WI,73,area_code_415,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,607.4,283,57.730000000000004,no
DE,112,area_code_408,no,no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,495.0,298,43.489999999999995,no
OH,86,area_code_408,no,yes,26,141.3,120,24.02,134.6,98,11.44,195.9,94,8.82,13.3,5,3.59,1,471.79999999999995,312,44.28,no
AL,85,area_code_415,no,no,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,627.7,224,62.36,no
VA,90,area_code_415,no,no,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,403.9,357,35.46,no
NM,73,area_code_415,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,724.0,372,70.1,no
PA,97,area_code_510,yes,no,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,679.1,316,60.46,yes
PA,135,area_code_415,no,yes,46,172.6,77,29.34,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81,1,640.2,287,58.519999999999996,no
KY,89,area_code_408,no,no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,525.4,309,54.209999999999994,no
MI,82,area_code_415,no,no,0,164.1,84,27.9,317.7,109,27.0,241.5,87,10.87,13.3,4,3.59,1,723.3,280,65.77,no
AZ,85,area_code_408,no,no,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,683.3,262,65.1,no
ID,99,area_code_415,no,no,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,474.7,295,43.5,no
AZ,158,area_code_510,no,no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,525.5,282,58.92,no
MD,62,area_code_408,no,no,0,321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4,767.1,299,85.28,yes
KY,96,area_code_415,no,yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,441.3,362,41.68,no
MT,102,area_code_408,no,no,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,688.0,296,73.55,yes
DC,102,area_code_415,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,611.4,346,57.81,no
AL,83,area_code_408,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,505.5,280,56.099999999999994,no
GA,194,area_code_510,no,no,0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,0,587.5,378,57.36,no
SD,125,area_code_415,no,no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,612.3,253,58.26,no
FL,132,area_code_510,no,yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,666.5999999999999,330,65.54,yes
IA,134,area_code_415,no,yes,32,216.8,78,36.86,102.2,111,8.69,174.0,83,7.83,8.6,2,2.32,0,493.0,272,53.379999999999995,no
DC,24,area_code_408,no,no,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,518.6,223,47.21,yes
MN,79,area_code_510,no,no,0,121.3,112,20.62,282.8,107,24.04,123.1,83,5.54,7.4,4,2.0,1,527.2,302,50.199999999999996,no
FL,115,area_code_510,no,no,0,143.6,135,24.41,278.0,119,23.63,46.7,84,2.1,12.7,3,3.43,0,468.3,338,50.14,no
FL,130,area_code_415,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,601.4,285,60.96,no
DC,108,area_code_408,no,yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,611.9,320,62.54,no
AR,91,area_code_510,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,551.1,271,55.81,no
WY,65,area_code_415,no,yes,21,135.1,120,22.97,238.4,90,20.26,286.4,93,12.89,11.0,9,2.97,4,659.9,303,56.120000000000005,no
RI,155,area_code_408,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,551.1999999999999,313,56.86,no
DE,95,area_code_510,no,no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,509.19999999999993,309,53.2,no
HI,49,area_code_510,no,no,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3.0,1,513.0999999999999,316,46.6,no
MS,65,area_code_415,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,629.2,312,56.25,no
MO,174,area_code_510,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,694.5,382,66.39,no
WI,16,area_code_510,no,no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,601.5,277,63.99000000000001,yes
RI,123,area_code_408,no,no,0,225.6,102,38.35,225.8,56,19.19,186.7,128,8.4,6.7,2,1.81,1,638.0999999999999,286,65.94000000000001,no
CO,135,area_code_408,no,yes,38,202.6,92,34.44,169.6,93,14.42,185.8,108,8.36,11.9,6,3.21,4,558.0,293,57.22,no
CO,130,area_code_408,no,no,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,719.1,348,75.82000000000001,yes
CT,147,area_code_415,no,no,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,602.5,278,55.5,no
NY,139,area_code_510,no,no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,618.8,334,64.21,yes
KY,108,area_code_415,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,558.1,342,53.290000000000006,no
MT,171,area_code_408,no,no,0,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38,1,596.0,275,58.269999999999996,no
NC,80,area_code_415,yes,no,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,681.3,330,63.23,yes
CA,96,area_code_510,no,yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,559.0,325,55.9,no
WV,124,area_code_510,no,no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,518.0999999999999,253,53.42,no
FL,106,area_code_510,no,no,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,659.9,277,60.72,no
